GeneName,d0_siRNA,dm_siRNA,dm_NC,dm_PPARG,ins_siRNA,ins_NC,ins_PPARG
AC130222.1,=,=,=,=,=,=,=
AC130824.1,=,=,=,=,-,=,=
AC131720.3,=,=,+,+,=,=,=
AC132239.1,=,=,-,=,+,+,=
AC132265.1,=,-,=,+,-,=,=
AC132324.1,=,=,=,=,=,=,=
AC133083.3,=,=,=,=,=,=,=
AC133498.1,=,=,=,=,+,+,+
AC133947.2,+,+,-,-,+,+,+
AC134254.4,=,=,=,=,=,=,=
AC134254.5,=,=,=,=,+,=,=
AC134329.1,=,=,=,+,=,=,=
AC134334.2,+,=,+,+,=,=,=
AC134439.2,=,=,=,=,-,=,=
AC134468.3,=,=,=,=,+,=,=
AC134917.2,=,=,-,-,-,=,=
AC135633.1,=,=,=,+,=,=,=
AC135641.1,=,=,+,+,+,+,=
AC135672.1,=,=,=,=,-,=,+
AC138284.3,=,=,=,=,+,+,=
AC138284.5,=,=,=,=,-,-,=
AC139186.1,=,=,=,=,=,=,=
AC139568.1,=,=,=,=,=,=,=
AC139568.3,=,=,=,=,=,=,=
AC139752.1,=,=,=,=,+,+,=
AC140409.1,=,=,=,-,+,=,=
AC140449.1,=,=,=,=,=,=,=
AC140477.3,=,=,=,+,-,-,=
AC144949.1,=,=,=,=,+,=,=
AC147029.1,=,=,=,=,-,=,+
AC147512.2,=,=,=,=,-,=,+
AC148328.2,=,=,=,=,=,=,=
AC150314.1,=,=,=,+,-,=,=
AC150314.3,=,=,=,+,-,=,=
AC150314.4,=,-,=,=,-,=,=
AC151901.1,=,=,=,=,=,=,=
AC151971.2,+,+,-,=,+,+,+
AC152453.1,=,+,=,=,=,=,=
AC152827.4,=,=,=,-,=,=,=
AC153368.1,=,=,=,=,+,+,=
AC153370.2,=,=,=,-,-,=,=
AC153541.3,=,=,-,-,=,=,+
AC153546.1,=,=,+,+,-,=,=
AC153548.2,=,=,-,=,-,=,=
AC153840.2,-,=,=,-,=,=,=
AC153845.1,=,=,=,=,=,=,=
AC153862.2,=,=,=,=,-,=,=
AC153899.1,=,=,-,=,-,=,=
AC153911.1,=,=,=,=,-,=,=
AC153912.2,=,=,=,=,+,=,=
AC153954.2,=,=,+,=,+,=,=
AC153954.3,=,=,=,=,=,=,=
AC153962.3,=,=,=,=,-,=,=
AC154176.1,=,=,=,=,-,=,=
AC154257.2,=,=,=,=,-,=,=
AC154335.2,=,=,=,=,-,=,=
AC154347.1,=,=,=,-,-,=,-
AC154361.2,=,=,=,=,+,=,=
AC154452.1,=,=,=,=,=,=,=
AC154515.2,=,=,=,=,+,+,=
AC154550.1,=,=,-,=,=,=,=
AC154552.2,=,=,=,=,-,=,=
AC154552.5,-,=,=,-,=,=,=
AC154552.7,=,=,=,=,-,=,=
AC154573.2,=,=,=,=,=,=,=
AC154597.1,+,+,+,+,+,=,-
AC154636.1,=,=,=,=,=,=,=
AC154636.3,=,=,=,=,=,=,=
AC154767.2,=,=,-,=,=,=,=
AC154767.3,=,=,+,+,-,=,=
AC154849.1,=,=,=,=,+,+,=
AC155245.1,=,=,=,=,+,+,=
AC155256.1,=,=,=,=,-,=,=
AC155293.3,=,+,=,=,+,+,=
AC155634.1,=,=,=,=,=,=,=
AC155937.1,=,=,=,=,=,=,-
AC155941.2,=,=,=,=,=,=,=
AC155941.4,=,=,=,=,=,-,=
AC156572.1,=,=,=,=,+,+,=
AC156572.2,=,=,=,=,+,+,=
AC156576.4,=,=,=,=,=,=,+
AC156633.1,=,-,=,=,=,-,-
AC156802.1,=,=,=,=,-,=,-
AC157515.1,=,=,=,=,=,=,=
AC157650.2,=,=,=,=,+,+,=
AC157654.1,=,=,=,=,=,=,=
AC157822.4,=,-,=,=,=,=,=
AC158605.1,=,=,=,+,=,=,=
AC158620.2,=,=,=,=,-,=,=
AC158636.1,=,=,=,=,+,+,=
AC158802.1,=,+,=,=,+,+,=
AC158803.1,=,=,=,=,=,=,=
AC158983.1,=,=,=,=,=,=,=
AC158990.1,=,=,=,=,=,=,=
AC159190.1,=,=,=,=,-,-,=
AC159205.6,=,=,=,=,+,+,=
AC159205.7,=,=,=,=,=,=,=
AC159244.2,=,=,=,=,=,=,=
AC159261.1,+,+,-,=,+,+,+
AC159264.1,=,-,-,=,-,=,=
AC159290.1,=,=,=,=,=,=,=
AC159297.4,=,=,=,=,=,=,=
AC159307.1,=,=,=,=,=,+,+
AC159315.1,=,=,=,=,=,=,=
AC159622.2,=,=,+,+,+,=,=
AC159815.1,=,-,=,=,-,=,=
AC159815.2,=,=,=,=,=,=,=
AC159818.1,=,=,=,=,+,+,=
AC159819.3,=,-,-,=,-,=,=
AC160123.2,=,=,=,=,=,=,=
AC160637.1,=,=,+,=,=,=,=
AC161275.1,=,=,=,=,=,=,=
AC161825.1,=,=,=,=,=,=,=
AC162934.5,=,=,=,=,=,=,=
AC163041.1,=,=,=,=,=,=,=
AC163282.1,=,=,=,=,=,+,=
AC163667.1,=,-,-,=,-,=,=
AC164092.2,=,-,=,=,-,=,=
AC164424.2,=,=,=,=,-,=,=
AC164561.2,=,=,=,=,=,=,=
AC164573.1,+,+,+,=,+,=,=
AC164629.8,=,=,=,=,=,=,=
AC165157.5,=,=,=,=,=,=,=
AC165157.6,=,=,=,=,-,-,=
AC165164.1,=,+,=,=,+,+,=
AC165164.2,=,+,=,=,+,+,=
AC165442.1,=,=,=,=,=,=,=
AC166323.1,=,=,=,=,+,=,=
AC166341.7,=,=,=,=,=,=,=
AC166358.2,=,=,=,=,=,=,=
AC166358.4,=,=,=,=,=,=,=
AC166358.6,=,-,-,=,=,=,=
AC166827.1,=,=,=,=,-,-,=
AC167202.3,=,=,=,=,=,=,=
AC167978.1,=,=,=,-,=,+,=
AC168058.1,=,=,=,=,=,=,=
AC172027.3,=,=,=,-,-,=,=
AC173346.1,=,+,=,=,=,=,=
AC173482.2,=,=,-,=,=,=,=
AC173482.5,=,=,=,=,=,=,=
AC174082.2,=,=,=,=,=,=,=
AC174776.1,=,=,=,=,=,=,=
AC175538.1,=,=,=,=,+,+,=
AC175538.2,=,=,=,-,-,+,+
AC187103.4,=,=,=,=,=,=,=
AC192616.5,=,=,=,=,=,=,-
AC226737.1,=,=,+,=,=,=,=
AC238811.4,=,=,=,+,=,=,=
AC238940.3,=,=,=,+,=,=,=
AC241534.3,=,=,+,=,=,=,=
AC241593.2,=,=,=,=,=,=,=
AC241616.1,=,=,=,=,=,=,=
Acaa1a,=,=,=,=,+,+,=
Acaa1b,=,+,=,-,+,+,+
Acaa2,=,+,=,-,+,+,+
Acaca,=,=,+,+,+,=,-
Acacb,=,=,=,=,+,+,=
Acad10,=,=,=,-,+,+,=
Acad11,=,=,=,=,+,+,=
Acad12,=,=,-,-,+,+,=
Acad8,=,=,=,=,=,=,=
Acad9,=,=,+,+,+,+,=
Acadl,+,+,=,=,+,+,+
Acadm,=,=,+,+,+,=,=
Acads,=,=,=,=,+,+,=
Acadsb,=,=,=,=,+,+,=
Acadvl,=,=,=,=,+,+,=
Acap2,=,=,=,=,=,=,=
Acap3,=,=,=,=,-,-,=
Acat1,=,=,=,=,+,+,+
Acat2,=,=,=,=,+,+,+
Acat3,=,=,=,=,+,+,=
Acbd3,=,=,=,=,=,=,=
Acbd4,=,=,-,-,+,+,=
Acbd5,=,=,=,=,+,+,=
Acbd6,=,=,=,=,=,=,=
Accs,=,=,-,=,-,=,=
Acd,=,=,=,=,=,=,=
Acer2,=,=,+,=,+,+,=
Acer3,=,=,+,+,+,=,=
Acin1,=,=,=,=,-,-,=
Ackr3,+,=,=,+,-,=,=
Acly,=,=,+,+,+,+,=
Aco1,+,=,=,=,+,+,+
Aco2,=,=,=,=,+,+,=
Acot11,=,-,=,=,-,+,+
Acot13,=,=,=,=,+,+,=
Acot2,+,+,-,-,+,+,+
Acot7,=,+,=,=,=,+,+
Acot8,+,=,=,=,+,=,=
Acot9,=,=,=,=,+,+,=
Acox1,=,+,=,=,+,+,=
Acox2,=,+,=,=,+,+,=
Acox3,=,=,=,=,+,+,=
Acp1,=,=,=,=,=,=,=
Acp2,=,=,=,=,=,=,=
Acp5,=,=,=,=,+,+,=
Acp6,=,=,=,=,+,+,=
Acrbp,=,=,-,=,=,=,=
Acsf2,=,=,=,=,+,+,=
Acsf3,=,=,=,=,+,+,=
Acsl1,+,+,=,=,+,+,+
Acsl3,=,-,=,+,+,+,=
Acsl4,=,=,+,+,=,=,=
Acsl5,=,+,=,=,+,=,=
Acsm3,=,=,=,=,+,=,=
Acss2,=,=,=,=,+,+,=
Acss3,=,=,=,=,+,+,=
Acta1,=,+,=,=,+,=,+
Acta2,=,=,=,-,-,=,+
Actb,=,=,=,=,-,=,=
Actg1,=,=,=,=,-,=,=
Actg2,=,+,+,=,-,=,=
Actl6a,=,=,=,=,=,=,=
Actn1,=,=,+,=,-,=,=
Actn3,-,=,=,=,-,=,+
Actn4,+,+,=,=,+,+,+
Actr10,=,=,=,=,=,=,=
Actr1a,=,=,=,+,=,=,=
Actr1b,=,=,+,+,=,=,=
Actr2,=,=,=,=,=,=,=
Actr3,=,=,=,=,=,=,=
Actr3b,=,-,-,=,-,=,=
Actr5,=,=,=,=,-,=,=
Actr6,=,=,=,=,+,+,=
Actr8,=,=,=,=,=,=,=
Acvr1,=,=,=,=,-,=,=
Acvr1b,=,=,+,+,-,=,=
Acvr1c,+,+,=,=,+,+,+
Acvr2a,=,=,=,=,=,=,=
Acvr2b,=,=,=,=,+,=,=
Acvrl1,=,=,=,=,-,+,+
Acy1,=,+,=,=,=,=,=
Acy3,=,+,-,-,+,+,+
Acyp1,=,=,=,=,=,=,=
Acyp2,+,+,=,=,+,+,+
Ada,-,=,=,=,-,-,=
Adal,=,=,+,+,=,=,=
Adam10,=,-,=,=,-,-,=
Adam11,=,=,-,-,-,=,=
Adam12,=,=,=,+,+,=,=
Adam15,=,=,=,=,=,=,=
Adam17,=,=,=,=,+,+,=
Adam19,=,=,=,+,=,=,=
Adam23,-,-,-,=,-,=,=
Adam32,=,=,=,=,=,=,=
Adam5,-,-,-,-,-,+,+
Adam8,=,=,=,+,=,=,=
Adam9,=,-,=,+,=,=,=
Adamts1,=,-,=,=,-,=,=
Adamts10,=,=,-,-,-,=,+
Adamts12,=,=,=,-,+,=,+
Adamts14,+,+,=,=,-,=,=
Adamts15,=,=,=,=,+,=,=
Adamts2,=,=,=,-,-,=,=
Adamts4,-,-,+,+,-,=,=
Adamts5,=,=,-,-,-,+,+
Adamts6,=,=,-,-,-,=,=
Adamts7,=,=,-,=,-,=,=
Adamts9,-,=,=,=,-,=,+
Adamtsl3,=,=,-,-,-,+,+
Adamtsl4,=,-,=,=,-,=,=
Adamtsl5,=,-,-,=,-,=,=
Adar,=,=,-,-,=,=,=
Adarb1,=,-,+,+,+,=,-
Adat1,=,=,=,=,=,-,=
Adat2,=,=,=,-,=,=,=
Adat3,=,=,=,=,=,=,=
Adck1,=,=,+,+,=,=,=
Adck2,=,=,=,=,=,=,=
Adck5,=,=,=,=,-,=,=
Adcy3,=,=,=,=,=,=,=
Adcy6,=,=,=,=,=,=,=
Adcy9,=,=,+,=,+,=,=
Add1,=,=,=,=,=,=,=
Add3,=,=,+,+,+,=,=
Adgra2,=,=,+,=,-,=,=
Adgra3,=,=,=,=,=,-,=
Adgre5,+,+,-,-,+,+,=
Adgrf5,=,+,-,-,=,=,+
Adgrg1,+,+,-,-,+,+,=
Adgrg2,=,-,=,=,-,+,+
Adgrg6,-,-,-,-,-,=,+
Adgrl1,=,=,=,=,-,-,=
Adgrl2,=,=,-,=,=,=,=
Adh1,=,=,-,-,-,+,+
Adh5,=,=,=,=,=,=,=
Adh7,=,=,=,-,-,=,+
Adhfe1,+,+,-,-,+,+,+
Adi1,+,+,=,=,=,=,+
Adig,+,+,=,=,+,+,+
Adipoq,+,+,-,-,+,+,+
Adipor1,=,=,=,=,=,+,=
Adipor2,+,+,+,+,+,=,=
Adk,=,=,=,=,=,=,=
Adm,=,-,-,-,-,=,=
Adnp,=,=,=,=,=,=,=
Adnp2,=,=,-,=,=,=,=
Ado,=,=,=,=,=,=,=
Adpgk,=,=,+,+,=,-,=
Adprh,=,=,=,=,=,=,=
Adprhl2,=,=,=,=,=,=,=
Adprm,=,=,=,=,=,=,=
Adra1b,=,-,-,=,-,=,+
Adra1d,=,+,-,-,=,+,+
Adrb2,=,+,+,=,+,+,+
Adrb3,+,=,-,=,+,+,=
Adrm1,=,=,=,=,+,=,=
Adsl,+,+,=,=,=,=,=
Adss,=,=,=,=,=,-,=
Adssl1,=,=,-,-,+,+,=
Adtrp,=,+,=,=,+,+,+
Aebp1,=,-,=,=,-,=,=
Aebp2,=,=,=,=,-,=,=
Aen,=,=,=,=,=,=,=
Aes,=,=,=,=,=,+,=
AF357399,=,=,=,=,-,=,=
Afap1,=,=,=,=,=,=,=
Afdn,=,=,=,=,=,=,=
Aff1,=,=,=,=,=,=,=
Aff3,=,=,-,-,-,=,=
Aff4,=,=,=,=,=,=,=
Afg1l,=,=,=,=,+,+,=
Afg3l1,=,=,=,=,+,=,=
Afg3l2,=,=,=,=,+,+,=
Afmid,=,=,=,-,=,=,+
Aftph,=,=,-,=,+,=,=
Aga,=,=,-,-,=,=,=
Agap1,=,=,=,=,=,=,=
Agap3,=,=,=,=,=,=,=
Agbl2,=,=,-,-,-,=,+
Agbl3,=,=,=,=,+,+,=
Agbl5,-,-,-,-,-,=,=
Ager,=,=,=,=,-,=,=
Agfg1,=,=,=,=,=,=,=
Agfg2,=,=,+,+,+,+,=
Aggf1,=,=,=,=,=,=,=
Agk,=,=,=,=,=,=,=
Agl,=,=,=,=,=,+,=
Ago1,-,=,-,-,=,=,=
Ago2,=,=,=,=,=,=,=
Ago3,=,=,=,=,=,-,=
Ago4,=,=,-,-,-,=,=
Agpat1,=,=,+,+,+,=,=
Agpat2,+,+,=,-,+,+,+
Agpat3,=,=,=,=,+,+,=
Agpat4,=,=,=,+,=,=,=
Agpat5,=,=,=,=,=,=,-
Agps,=,=,=,=,=,=,=
Agrn,=,=,-,-,-,-,=
Agt,+,+,=,-,+,+,+
Agtpbp1,=,=,=,=,+,+,=
Agtr1a,=,=,=,=,-,=,+
Agtrap,=,-,=,=,-,=,=
Ahctf1,=,=,=,=,=,-,=
Ahcy,=,=,+,=,=,=,=
Ahcyl1,=,=,=,=,=,=,=
Ahcyl2,=,=,=,=,+,+,=
Ahdc1,=,=,=,=,-,=,=
Ahi1,=,=,+,+,-,-,=
Ahnak,=,=,-,-,-,=,+
Ahnak2,=,=,-,-,-,+,+
Ahr,=,=,-,-,-,=,=
Ahsa1,=,=,+,+,=,-,=
Ahsa2,=,=,+,=,=,=,=
AI314180,=,=,=,=,=,=,=
AI413582,=,=,-,=,+,=,=
AI429214,=,=,-,=,=,+,+
AI464131,-,=,=,=,=,+,=
AI480526,=,-,=,=,-,=,=
AI506816,=,=,+,+,=,=,=
AI597479,=,=,=,=,=,=,=
AI606181,=,=,=,=,=,=,=
AI837181,=,=,=,=,=,=,=
AI838599,=,=,=,=,-,=,=
AI846148,=,=,=,=,-,=,=
AI854703,=,=,=,=,-,=,=
AI987944,=,=,=,=,=,=,=
Aida,=,=,-,-,-,=,=
Aif1l,=,=,=,-,-,=,+
Aifm1,=,=,=,=,+,+,=
Aifm2,+,+,=,=,+,+,=
Aig1,=,-,-,-,=,+,=
Aim2,=,+,-,-,+,+,=
Aimp1,=,=,=,=,=,=,=
Aimp2,=,=,+,=,=,=,=
Aip,=,=,=,=,=,+,+
Airn,=,=,=,=,-,=,=
Ajuba,=,=,-,-,-,=,=
Ak1,=,-,=,=,-,=,=
Ak2,+,+,=,+,+,+,=
Ak3,=,=,-,-,+,+,+
Ak4,=,+,=,=,+,+,=
Ak5,=,=,-,-,-,=,=
Ak6,=,=,=,=,=,=,=
Akap1,=,+,=,=,+,=,=
Akap10,=,=,=,=,=,=,=
Akap11,=,=,=,=,=,=,-
Akap12,=,=,-,-,=,+,+
Akap13,=,=,=,=,=,=,=
Akap17b,=,=,-,-,=,+,=
Akap2,=,=,=,=,=,=,=
Akap7,=,=,=,-,+,=,=
Akap8,=,=,=,=,=,-,=
Akap8l,=,=,=,=,=,=,=
Akap9,=,=,=,=,=,=,=
Akip1,=,=,-,=,=,+,+
Akirin1,=,=,=,=,+,=,=
Akirin2,=,=,-,=,=,=,=
Akna,=,=,-,-,-,=,=
Akr1a1,=,=,=,=,=,+,=
Akr1b10,=,=,-,-,+,+,=
Akr1b3,=,=,=,=,=,=,=
Akr1b8,=,=,=,=,=,+,=
Akr1c13,=,=,-,=,=,+,=
Akr1c14,-,=,-,-,-,=,+
Akr1e1,=,=,=,=,=,+,=
Akr7a5,=,=,=,=,+,+,=
Akt1,=,=,=,=,=,=,=
Akt1s1,=,=,=,=,=,+,=
Akt2,=,=,=,=,+,+,=
Akt3,=,-,-,-,-,=,=
Aktip,=,=,=,=,=,+,=
AL591207.1,=,=,=,=,=,=,=
AL591207.3,=,-,-,-,-,=,=
AL591582.1,=,=,=,=,=,=,=
AL603745.3,=,=,-,=,-,=,=
AL607105.1,-,=,=,=,-,=,=
AL607131.1,=,=,=,=,+,+,=
AL645522.1,=,=,=,=,=,=,=
AL670603.1,=,=,=,=,=,=,=
AL837512.1,=,=,-,-,=,=,=
Alad,=,=,=,=,+,+,=
Alas1,+,+,=,=,+,+,=
Alcam,=,=,+,+,+,+,=
Aldh16a1,=,=,=,=,=,=,=
Aldh18a1,=,=,+,+,-,=,=
Aldh1a1,=,=,-,-,-,+,+
Aldh1a7,+,+,=,-,+,+,+
Aldh1l1,=,=,-,-,+,+,+
Aldh1l2,=,=,+,+,-,=,=
Aldh2,=,=,=,=,+,+,=
Aldh3a1,+,=,=,=,+,=,=
Aldh3a2,=,=,=,=,=,=,=
Aldh3b1,=,=,-,-,=,+,=
Aldh3b2,+,+,=,=,+,+,+
Aldh4a1,=,=,=,=,+,+,=
Aldh5a1,=,=,=,-,+,+,=
Aldh6a1,=,+,=,-,+,+,=
Aldh7a1,=,=,=,=,=,=,=
Aldh9a1,=,=,=,=,+,+,+
Aldoa,+,+,+,=,+,+,=
Aldoc,=,=,+,=,=,+,+
Alg1,=,=,+,+,=,=,=
Alg10b,=,=,=,=,=,=,=
Alg11,=,=,=,=,=,=,=
Alg12,=,=,=,=,=,=,=
Alg13,=,=,+,+,+,=,=
Alg14,=,=,+,+,+,+,=
Alg2,=,=,=,=,=,=,=
Alg3,=,=,+,+,=,=,=
Alg5,=,=,=,=,+,=,=
Alg6,=,=,=,=,=,=,=
Alg8,=,=,+,+,=,-,=
Alg9,=,=,=,=,+,+,=
Alkbh1,=,=,=,=,-,-,-
Alkbh2,=,=,=,=,+,=,=
Alkbh3,=,=,=,=,=,+,=
Alkbh4,=,=,=,=,=,=,=
Alkbh5,=,=,=,=,=,=,=
Alkbh6,=,=,=,=,=,=,=
Alkbh7,=,=,=,=,=,=,=
Alkbh8,=,=,=,=,=,=,=
Alms1,=,=,=,=,-,-,=
Alox5ap,=,-,=,=,-,=,+
Alpk1,=,-,-,-,=,=,=
Alpl,+,+,+,=,+,=,=
Als2,=,=,=,=,=,=,=
Als2cr12,+,=,-,=,+,+,+
Alyref,=,=,=,=,-,-,=
Alyref2,=,=,=,+,=,+,+
Amacr,=,=,=,=,+,+,=
Ambra1,=,=,=,=,=,=,=
Amd-ps3,=,=,=,=,=,=,=
Amd1,=,=,+,+,=,=,=
Amd2,=,=,+,=,=,-,=
Amdhd2,=,-,-,-,=,+,+
Amer1,=,=,-,-,=,+,=
Amfr,=,=,=,+,=,=,-
Amigo1,=,=,=,=,+,=,=
Amigo3,=,=,=,=,-,=,+
Ammecr1,+,=,=,=,=,=,=
Ammecr1l,=,=,=,=,+,=,=
Amn1,=,=,=,+,+,=,=
Amot,=,-,-,-,-,=,=
Amotl1,=,=,=,=,=,=,=
Amotl2,=,=,-,-,-,=,+
Ampd2,=,=,=,=,-,=,=
Ampd3,=,=,-,-,=,=,=
Amt,=,=,=,=,-,=,=
Amy1,=,=,=,=,+,+,=
Amz1,=,=,-,-,-,+,=
Amz2,=,=,=,=,=,=,=
Anapc1,=,=,=,=,=,=,=
Anapc10,=,=,=,=,=,=,=
Anapc11,=,=,=,=,-,=,=
Anapc13,=,=,=,=,=,+,=
Anapc15,=,=,=,=,=,=,=
Anapc16,=,=,+,=,=,=,=
Anapc2,=,=,=,=,=,=,=
Anapc4,=,=,=,=,=,=,=
Anapc5,=,=,=,=,=,=,=
Anapc7,=,=,=,=,=,=,=
Ang,-,-,-,-,-,=,+
Angel1,=,=,=,=,=,=,=
Angel2,=,=,=,=,=,=,=
Angpt1,=,=,-,=,-,=,=
Angptl2,=,-,-,=,-,=,=
Angptl4,+,+,=,=,+,=,=
Angptl6,=,+,+,=,+,=,=
Angptl8,=,=,-,=,+,+,=
Ank,=,=,=,+,=,-,=
Ank1,=,=,=,=,=,=,=
Ank2,=,=,=,=,+,+,=
Ank3,=,-,=,=,-,=,=
Ankef1,+,+,-,=,+,+,+
Ankfy1,=,=,-,=,-,=,=
Ankhd1,=,=,=,=,=,=,=
Ankib1,=,=,=,=,=,=,=
Ankle1,=,=,+,+,-,=,=
Ankle2,=,=,=,=,=,=,=
Ankmy2,=,=,-,=,=,=,=
Ankra2,=,=,-,-,-,=,+
Ankrd10,=,=,=,=,-,-,=
Ankrd11,=,=,=,=,=,=,=
Ankrd12,=,=,=,-,=,=,=
Ankrd13a,=,=,=,=,=,=,=
Ankrd13b,=,=,=,=,-,=,=
Ankrd13c,=,=,=,=,+,=,=
Ankrd13d,=,-,-,-,-,=,=
Ankrd16,=,=,=,=,-,=,=
Ankrd17,=,=,=,=,=,=,=
Ankrd23,=,=,=,=,-,=,=
Ankrd24,=,=,=,=,-,=,=
Ankrd26,=,=,+,=,-,=,=
Ankrd27,=,=,=,=,=,=,=
Ankrd28,=,=,-,-,=,=,=
Ankrd29,=,-,=,=,-,=,+
Ankrd35,=,=,+,=,+,+,=
Ankrd37,=,=,=,=,+,+,=
Ankrd39,=,=,=,=,=,=,=
Ankrd40,=,=,=,=,+,+,=
Ankrd42,=,=,=,=,=,=,=
Ankrd44,=,-,-,=,-,=,=
Ankrd46,=,=,=,=,=,=,=
Ankrd49,=,=,=,=,=,=,=
Ankrd50,=,=,=,=,-,=,=
Ankrd52,=,=,=,=,=,=,=
Ankrd54,=,=,=,=,=,=,=
Ankrd55,=,=,=,=,-,=,=
Ankrd9,=,=,=,=,+,+,=
Anks1,=,=,=,=,+,+,=
Anks3,=,=,=,=,-,=,=
Anks6,=,=,+,=,=,=,-
Ankzf1,=,=,=,=,=,=,=
Anln,=,=,=,=,-,=,=
Ano10,=,=,=,=,+,+,=
Ano6,=,=,=,=,=,=,=
Ano8,=,=,=,=,=,+,=
Anp32a,=,=,=,=,=,=,=
Anp32b,=,=,=,=,=,-,=
Anp32e,=,=,+,=,=,=,=
Anpep,-,-,=,=,-,-,=
Antxr1,=,-,-,=,-,=,=
Antxr2,=,=,=,=,-,=,=
Anxa1,=,=,-,-,=,+,+
Anxa11,=,=,=,=,=,=,+
Anxa2,=,=,=,=,=,=,=
Anxa3,=,-,-,-,-,=,=
Anxa4,=,=,-,-,=,+,+
Anxa5,=,=,=,=,=,=,=
Anxa6,=,=,=,=,=,+,=
Anxa7,=,=,-,-,+,+,=
Anxa8,=,=,=,-,+,+,+
Anxa9,=,=,=,=,+,+,=
Aoc2,=,+,=,=,=,=,=
Aoc3,=,=,-,-,+,+,+
Aox1,=,=,=,=,+,+,-
Ap1ar,=,=,=,=,-,=,=
Ap1b1,=,=,=,=,=,=,=
Ap1g1,=,=,=,=,=,=,=
Ap1g2,=,=,=,-,=,+,=
Ap1m1,=,=,=,=,=,=,=
Ap1s1,=,=,=,=,+,+,=
Ap1s2,=,-,=,=,-,=,=
Ap1s3,=,=,=,=,=,=,=
Ap2a1,=,=,=,=,=,=,=
Ap2a2,=,=,=,=,+,+,=
Ap2b1,=,=,=,=,=,=,=
Ap2m1,=,=,=,=,=,=,=
Ap2s1,=,=,+,+,=,=,=
Ap3b1,=,=,=,=,=,=,=
Ap3d1,=,=,=,=,=,=,=
Ap3m1,=,=,=,=,+,+,=
Ap3m2,=,=,-,=,=,=,=
Ap3s1,+,=,=,=,+,+,=
Ap3s2,=,=,=,=,=,=,=
Ap4b1,=,=,=,=,+,+,=
Ap4e1,=,=,=,=,=,=,=
Ap4m1,=,=,=,=,=,=,=
Ap4s1,=,=,=,=,+,+,=
Ap5b1,=,=,-,-,=,+,=
Ap5m1,=,=,=,=,=,=,=
Ap5s1,=,=,-,=,+,+,=
Ap5z1,=,=,=,=,=,+,=
Apaf1,=,=,-,-,-,=,+
Apba1,=,=,-,-,-,=,+
Apba3,=,=,=,=,=,=,=
Apbb1,=,-,-,=,-,=,=
Apbb1ip,+,=,=,=,=,=,=
Apbb2,=,-,-,=,-,=,=
Apc,=,=,=,=,=,=,=
Apc2,=,-,-,=,-,=,=
Apcdd1,=,+,=,=,+,+,+
Apeh,=,=,=,=,=,=,=
Apex1,=,=,=,=,=,=,=
Apex2,=,=,=,+,+,+,=
Aph1a,=,=,=,=,=,=,=
Aph1b,=,=,=,=,-,=,+
Aph1c,=,-,-,=,=,+,=
Api5,=,=,=,=,=,-,=
Apip,=,-,+,+,=,=,=
Apitd1,=,=,+,+,-,=,=
Aplf,=,=,=,=,=,=,=
Apln,=,=,=,+,+,=,=
Aplp2,+,=,=,=,=,=,=
Apmap,+,+,=,+,+,+,=
Apoa2,=,=,=,=,+,+,=
Apobec1,+,+,-,=,+,+,=
Apobec3,=,-,-,=,-,=,=
Apobr,+,+,=,=,+,+,=
Apoc1,=,=,=,-,+,+,+
Apoc2,=,=,=,=,+,+,+
Apoc4,=,+,=,=,+,+,+
Apod,+,=,-,-,=,=,+
Apoe,-,=,-,-,=,=,+
Apoh,=,=,=,=,=,=,=
Apol10b,=,=,-,-,-,=,=
Apol6,+,+,-,-,+,+,+
Apol7a,=,=,-,-,+,=,=
Apol7d,=,=,=,=,+,=,=
Apol9a,+,=,-,-,-,=,=
Apol9b,+,=,-,-,=,=,=
Apoo,=,=,=,=,+,+,=
Apoo-ps,=,=,=,=,+,+,=
Apool,=,=,=,=,+,+,=
Apopt1,=,=,+,=,=,=,=
App,-,-,=,=,-,=,=
Appbp2,=,=,=,=,=,=,=
Appbp2os,=,=,=,=,+,+,=
Appl1,=,=,=,=,=,=,=
Appl2,=,-,-,-,=,+,=
Aprt,=,=,=,=,-,=,=
Aptx,=,=,=,=,=,=,=
Aqp1,+,=,=,=,-,=,=
Aqp11,=,=,=,=,+,+,=
Aqp7,+,+,-,=,+,+,+
Aqp8,=,=,=,=,+,+,=
Aqr,=,=,=,=,-,-,=
Araf,=,=,=,=,=,=,=
Arap1,=,=,-,-,-,=,+
Arap2,=,=,-,=,+,+,=
Arcn1,=,=,=,=,=,=,=
Arel1,=,=,=,=,+,=,-
Arf1,=,=,=,=,=,=,=
Arf2,=,=,=,-,-,=,+
Arf3,=,=,=,=,+,+,=
Arf4,=,=,=,=,=,=,=
Arf5,=,=,=,=,=,+,=
Arf6,=,=,=,=,=,=,=
Arfgap1,=,=,=,=,-,=,=
Arfgap2,=,=,=,=,=,=,=
Arfgap3,=,=,=,=,=,+,=
Arfgef1,=,=,=,=,=,=,=
Arfgef2,=,=,=,=,=,=,=
Arfip1,=,=,=,=,=,=,=
Arfip2,=,=,=,=,=,=,=
Arfrp1,=,=,=,=,=,=,=
Arglu1,=,=,=,=,=,=,=
Arhgap1,=,=,=,=,=,=,=
Arhgap10,=,=,=,=,-,=,=
Arhgap11a,=,=,+,=,-,=,=
Arhgap12,=,=,=,=,+,=,=
Arhgap17,=,=,=,=,=,=,=
